property_id,type,property_size,property_area,area_sqyd,price,purpose,built_in_year,parking_spaces,floors,bedrooms,bathrooms,servant_quarters,kitchens,store_rooms,state,city,area,tier,population,median_monthly_income
52471225-11761-1,Flat,Small (100-250),122 Sq. Yd.,122,5000000,For Sale,2012-01-01,,,2,2,1,1,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52524491-18126-1,House,Small (100-250),125 Sq. Yd.,125,12000000,For Sale,2022-01-01,,2,3,3,1,1,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52465918-21506-1,Flat,Small (100-250),228 Sq. Yd.,228,73000000,For Sale,2025-01-01,,,3,4,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52465098-19639-1,Flat,Small (100-250),111 Sq. Yd.,111,36000000,For Sale,2025-01-01,2,,1,2,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
50816685-1485-1,Flat,Small (100-250),133 Sq. Yd.,133,31500000,For Sale,2029-01-01,1,,1,1,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52692434-198-1,Flat,Medium (250-500),356 Sq. Yd.,356,105000000,For Sale,2025-01-01,2,,4,6,1,2,1,Sindh,Karachi,Bath Island,1,20300000,82000
50853526-5-1,Flat,Small (100-250),244 Sq. Yd.,244,42500000,For Sale,2020-01-01,2,,3,4,1,1,1,Sindh,Karachi,Clifton,1,20300000,82000
50816707-19639-1,Flat,Small (100-250),158 Sq. Yd.,158,56000000,For Sale,2029-01-01,1,,2,2,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
50665477-198-1,Flat,Medium (250-500),289 Sq. Yd.,289,62500000,For Sale,2023-01-01,2,,4,6,1,1,1,Sindh,Karachi,Bath Island,1,20300000,82000
49866198-198-1,Flat,Small (100-250),244 Sq. Yd.,244,75000000,For Sale,2018-01-01,1,,3,4,1,1,1,Sindh,Karachi,Bath Island,1,20300000,82000
49843131-198-1,Flat,Small (100-250),244 Sq. Yd.,244,57500000,For Sale,2024-01-01,2,,3,4,1,1,1,Sindh,Karachi,Bath Island,1,20300000,82000
49841071-5-1,Flat,Small (100-250),236 Sq. Yd.,236,36500000,For Sale,2027-01-01,1,,3,4,1,1,1,Sindh,Karachi,Clifton,1,20300000,82000
48541757-1671-1,Flat,Small (100-250),144 Sq. Yd.,144,31500000,For Sale,2024-01-01,2,,2,3,1,1,1,Sindh,Karachi,Clifton,1,20300000,82000
48574471-493-1,Flat,Small (100-250),244 Sq. Yd.,244,81000000,For Sale,2017-01-01,2,,3,4,1,1,1,Sindh,Karachi,Civil Lines,1,20300000,82000
48541646-1671-1,Flat,Medium (250-500),256 Sq. Yd.,256,49000000,For Sale,2024-01-01,2,,3,4,1,1,1,Sindh,Karachi,Clifton,1,20300000,82000
46368468-198-1,Flat,Medium (250-500),311 Sq. Yd.,311,94500000,For Sale,2023-01-01,3,,4,6,1,1,1,Sindh,Karachi,Bath Island,1,20300000,82000
52682878-6922-1,Flat,Small (100-250),156 Sq. Yd.,156,22500000,For Sale,2006-01-01,3,,3,3,1,1,1,Sindh,Karachi,Jamshed Town,1,20300000,82000
52727855-19639-1,House,Small (100-250),111 Sq. Yd.,111,37500000,For Sale,2029-01-01,,40,1,2,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52609438-18125-1,House,Small (100-250),200 Sq. Yd.,200,16300000,For Sale,2022-01-01,,,3,3,1,1,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52727842-10014-1,House,Medium (250-500),272 Sq. Yd.,272,34000000,For Sale,2025-01-01,4,2,5,6,1,2,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52727591-1483-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,155000000,For Sale,2013-01-01,4,3,8,7,1,2,2,Sindh,Karachi,DHA Defence,1,20300000,82000
52726432-233-1,Upper Portion,Medium (250-500),280 Sq. Yd.,280,36500000,For Sale,2018-01-01,1,1,4,4,,1,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52509384-10045-1,House,Small (100-250),235 Sq. Yd.,235,13500000,For Sale,2022-01-01,4,2,3,4,1,1,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
50181853-6753-1,House,Small (100-250),120 Sq. Yd.,120,22500000,For Sale,2009-01-01,1,2,4,5,1,2,1,Sindh,Karachi,Gadap Town,1,20300000,82000
47609455-7212-1,Upper Portion,Small (100-250),240 Sq. Yd.,240,22500000,For Sale,2023-01-01,2,1,4,3,1,1,1,Sindh,Karachi,North Nazimabad,1,20300000,82000
51232877-7216-1,Flat,Small (100-250),233 Sq. Yd.,233,31000000,For Sale,2018-01-01,1,,3,3,1,1,1,Sindh,Karachi,North Nazimabad,1,20300000,82000
52618404-7220-1,Lower Portion,Medium (250-500),400 Sq. Yd.,400,32500000,For Sale,2025-01-01,5,1,4,5,1,1,1,Sindh,Karachi,North Nazimabad,1,20300000,82000
52454133-19639-1,Flat,Small (100-250),128 Sq. Yd.,128,47500000,For Sale,2024-01-01,1,,2,3,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52624469-17182-1,House,Small (100-250),206 Sq. Yd.,206,99000000,For Sale,2022-01-01,,,2,4,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
50113520-8503-1,Flat,Medium (250-500),267 Sq. Yd.,267,110000000,For Sale,2029-01-01,2,,3,4,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
49910330-19639-1,Flat,Medium (250-500),306 Sq. Yd.,306,110000000,For Sale,2018-01-01,2,,3,4,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52550470-6838-1,House,Large (500-1000),600 Sq. Yd.,600,95000000,For Sale,2022-01-01,1,,9,6,,1,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52514533-6841-1,House,Small (100-250),120 Sq. Yd.,120,40000000,For Sale,2022-01-01,,,3,3,,,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52480055-6841-1,House,Small (100-250),120 Sq. Yd.,120,40000000,For Sale,2022-01-01,,,4,5,,,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52696889-6838-1,House,Medium (250-500),400 Sq. Yd.,400,85000000,For Sale,2015-01-01,,2,8,6,1,2,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52696964-6839-1,Flat,Small (100-250),183 Sq. Yd.,183,25000000,For Sale,2010-01-01,,,3,3,,1,1,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52733688-1485-1,House,Large (500-1000),500 Sq. Yd.,500,145000000,For Sale,2012-01-01,3,2,8,6,,2,,Sindh,Karachi,DHA Defence,1,20300000,82000
52733684-6878-1,Flat,Small (100-250),200 Sq. Yd.,200,45000000,For Sale,1998-01-01,2,,3,3,1,1,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52733672-8491-1,Flat,Small (100-250),189 Sq. Yd.,189,29000000,For Sale,2022-01-01,1,,3,3,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52733658-6674-1,Flat,Small (100-250),178 Sq. Yd.,178,32500000,For Sale,2019-01-01,1,,3,3,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52733654-278-1,Upper Portion,Small (100-250),120 Sq. Yd.,120,7800000,For Sale,2022-01-01,,,3,3,,,,Sindh,Karachi,Nazimabad,1,20300000,82000
52733642-12243-1,House,Medium (250-500),427 Sq. Yd.,427,105000000,For Sale,2022-01-01,,,5,5,,,,Sindh,Karachi,Cantt,1,20300000,82000
52592556-10023-1,House,Small (100-250),125 Sq. Yd.,125,12500000,For Sale,2022-01-01,,,3,3,1,1,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52726343-18125-1,House,Small (100-250),200 Sq. Yd.,200,16700000,For Sale,2018-01-01,,2,3,3,,,,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52539212-1481-1,Flat,Small (100-250),185 Sq. Yd.,185,32500000,For Sale,2025-01-01,2,,3,3,,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52562524-1483-1,House,Medium (250-500),380 Sq. Yd.,380,82500000,For Sale,2015-01-01,3,1,3,4,1,1,2,Sindh,Karachi,DHA Defence,1,20300000,82000
52726255-10061-1,House,Medium (250-500),350 Sq. Yd.,350,17500000,For Sale,2022-01-01,,,4,4,,,,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52716622-9674-1,Flat,Medium (250-500),278 Sq. Yd.,278,27000000,For Sale,2025-01-01,,,4,5,,1,,Sindh,Karachi,University Road,1,20300000,82000
50128501-9582-1,House,Medium (250-500),350 Sq. Yd.,350,85000000,For Sale,2022-01-01,2,2,4,5,,2,1,Sindh,Karachi,Malir,1,20300000,82000
52413421-10096-1,House,Small (100-250),120 Sq. Yd.,120,24000000,For Sale,2022-01-01,2,2,2,2,1,1,1,Sindh,Karachi,Malir,1,20300000,82000
52718253-6922-1,Flat,Small (100-250),211 Sq. Yd.,211,17500000,For Sale,2023-01-01,,,4,3,,1,,Sindh,Karachi,Jamshed Town,1,20300000,82000
52717277-11868-1,House,Medium (250-500),350 Sq. Yd.,350,15000000,For Sale,2023-01-01,4,2,4,5,1,1,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52593311-21858-1,Flat,Medium (250-500),306 Sq. Yd.,306,155000000,For Sale,2023-01-01,,,3,4,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52732239-232-1,House,Small (100-250),240 Sq. Yd.,240,61000000,For Sale,2025-01-01,4,2,6,6,,2,1,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52728248-6836-1,House,Medium (250-500),400 Sq. Yd.,400,85000000,For Sale,2022-01-01,,2,7,6,1,2,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52703092-1669-1,Flat,Medium (250-500),273 Sq. Yd.,273,80000000,For Sale,2025-01-01,2,,3,4,,,,Sindh,Karachi,Clifton,1,20300000,82000
52722741-6853-1,House,Small (100-250),120 Sq. Yd.,120,13500000,For Sale,2022-01-01,8,,2,4,,,,Sindh,Karachi,Scheme 33,1,20300000,82000
52733610-6841-1,Flat,Small (100-250),140 Sq. Yd.,140,10500000,For Sale,2023-01-01,,,3,3,,,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52436060-8814-1,Flat,Small (100-250),167 Sq. Yd.,167,13000000,For Sale,2023-01-01,,,3,3,,1,1,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52727573-10016-1,House,Medium (250-500),272 Sq. Yd.,272,30000000,For Sale,2024-01-01,2,2,5,6,1,2,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52733484-10016-1,House,Medium (250-500),272 Sq. Yd.,272,32500000,For Sale,2022-01-01,,,5,6,,,,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52733499-10027-1,House,Medium (250-500),272 Sq. Yd.,272,27500000,For Sale,2022-01-01,,,4,5,,,,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52733524-10028-1,House,Large (500-1000),500 Sq. Yd.,500,55000000,For Sale,2024-01-01,4,2,5,6,1,1,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52733594-6698-1,Upper Portion,Small (100-250),120 Sq. Yd.,120,14000000,For Sale,2022-01-01,,,3,3,,,,Sindh,Karachi,Federal B Area,1,20300000,82000
52733592-11761-1,Flat,Small (100-250),122 Sq. Yd.,122,5500000,For Sale,2023-01-01,,,2,2,,,,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52272893-1485-1,House,Medium (250-500),300 Sq. Yd.,300,110000000,For Sale,2025-01-01,3,2,4,5,2,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52326490-1483-1,House,Large (500-1000),666 Sq. Yd.,666,169900000,For Sale,2015-01-01,5,2,6,6,3,2,3,Sindh,Karachi,DHA Defence,1,20300000,82000
52588708-9582-1,House,Large (500-1000),500 Sq. Yd.,500,96000000,For Sale,2025-01-01,2,,5,5,1,1,1,Sindh,Karachi,Malir,1,20300000,82000
52725022-10015-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,112500000,For Sale,2010-01-01,2,2,8,7,1,2,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52672810-1485-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,230000000,For Sale,2018-01-01,3,2,6,6,1,1,,Sindh,Karachi,DHA Defence,1,20300000,82000
52671344-8503-1,Flat,Medium (250-500),262 Sq. Yd.,262,125000000,For Sale,2027-01-01,3,,3,5,1,1,,Sindh,Karachi,DHA Defence,1,20300000,82000
52724863-19639-1,Flat,Small (100-250),152 Sq. Yd.,152,58000000,For Sale,2023-01-01,,,2,2,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52721843-10012-1,House,Luxury (2000-5000),"2,200 Sq. Yd.",2200,160000000,For Sale,2024-01-01,10,2,6,7,1,3,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52704988-8298-1,House,Medium (250-500),272 Sq. Yd.,272,27500000,For Sale,2022-01-01,3,2,5,6,1,2,,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52704456-21461-1,Flat,Small (100-250),133 Sq. Yd.,133,8000000,For Sale,2023-01-01,,,2,2,,,,Sindh,Karachi,Falaknaz Harmony,1,20300000,82000
52726256-1484-1,House,Large (500-1000),666 Sq. Yd.,666,132500000,For Sale,2002-01-01,4,2,6,6,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52550123-13691-1,House,Small (100-250),120 Sq. Yd.,120,18000000,For Sale,2022-01-01,,,2,3,,,,Sindh,Karachi,Scheme 33,1,20300000,82000
52528527-233-1,Flat,Small (100-250),117 Sq. Yd.,117,8500000,For Sale,2010-01-01,2,,2,2,,1,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52531722-233-1,Flat,Small (100-250),144 Sq. Yd.,144,13500000,For Sale,2005-01-01,2,,3,3,,1,,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52609987-6753-1,House,Small (100-250),120 Sq. Yd.,120,20500000,For Sale,2025-01-01,,2,4,5,1,2,1,Sindh,Karachi,Gadap Town,1,20300000,82000
52733531-8298-1,House,Large (500-1000),500 Sq. Yd.,500,50000000,For Sale,2025-01-01,2,2,5,6,1,2,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52503282-7216-1,House,Small (100-250),206 Sq. Yd.,206,45500000,For Sale,2024-01-01,15,3,10,6,2,2,2,Sindh,Karachi,North Nazimabad,1,20300000,82000
52713492-6841-1,Flat,Small (100-250),135 Sq. Yd.,135,23000000,For Sale,2023-01-01,,,3,3,,1,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52083038-11333-1,Upper Portion,Small (100-250),120 Sq. Yd.,120,4800000,For Sale,2025-01-01,,,2,2,1,3,1,Sindh,Karachi,Gadap Town,1,20300000,82000
52733522-8298-1,House,Large (500-1000),500 Sq. Yd.,500,50000000,For Sale,2025-01-01,2,2,5,6,1,2,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
49634284-18751-1,House,Small (100-250),100 Sq. Yd.,100,24500000,For Sale,2024-01-01,4,3,9,6,,2,,Sindh,Karachi,Korangi,1,20300000,82000
52733515-9421-1,House,Large (500-1000),600 Sq. Yd.,600,115000000,For Sale,2022-01-01,,,4,4,,,,Sindh,Karachi,Malir,1,20300000,82000
52733505-8885-1,Flat,Small (100-250),139 Sq. Yd.,139,12200000,For Sale,2023-01-01,,,3,3,,1,,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52471120-6863-1,Upper Portion,Small (100-250),240 Sq. Yd.,240,28000000,For Sale,2022-01-01,,,3,3,,,,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52719403-8894-1,Lower Portion,Small (100-250),130 Sq. Yd.,130,12000000,For Sale,2025-01-01,,3,2,3,1,2,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52425303-6862-1,Flat,Tiny (<100),74 Sq. Yd.,74,6200000,For Sale,2023-01-01,,,2,2,,,,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52433197-8846-1,Flat,Small (100-250),100 Sq. Yd.,100,6000000,For Sale,1990-01-01,3,,2,2,4,1,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52724862-19639-1,Flat,Small (100-250),121 Sq. Yd.,121,43600000,For Sale,2023-01-01,,,1,1,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52676697-10721-1,Flat,Medium (250-500),282 Sq. Yd.,282,70000000,For Sale,2019-01-01,,,4,4,2,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52605844-233-1,Flat,Small (100-250),206 Sq. Yd.,206,29500000,For Sale,2011-01-01,,,3,3,1,1,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52605849-232-1,Flat,Small (100-250),137 Sq. Yd.,137,19500000,For Sale,2023-01-01,,,2,2,,1,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52579430-19639-1,Flat,Small (100-250),152 Sq. Yd.,152,53000000,For Sale,2023-01-01,5,,2,3,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
51848473-1482-1,House,Large (500-1000),500 Sq. Yd.,500,112500000,For Sale,2007-01-01,3,2,5,6,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52639393-13027-1,House,Small (100-250),120 Sq. Yd.,120,13000000,For Sale,2022-01-01,,,,,,,,Sindh,Karachi,Korangi,1,20300000,82000
52069223-9586-1,House,Large (500-1000),550 Sq. Yd.,550,210000000,For Sale,2022-01-01,,,5,5,,1,,Sindh,Karachi,Cantt,1,20300000,82000
49305461-6638-1,Flat,Medium (250-500),333 Sq. Yd.,333,80000000,For Sale,2027-01-01,2,,3,4,1,1,1,Sindh,Karachi,Cantt,1,20300000,82000
52598120-6655-1,Flat,Medium (250-500),389 Sq. Yd.,389,55000000,For Sale,2029-01-01,2,,3,4,1,2,1,Sindh,Karachi,Cantt,1,20300000,82000
52702603-11761-1,Flat,Small (100-250),122 Sq. Yd.,122,9000000,For Sale,2025-01-01,,,2,2,1,1,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52681787-1485-1,House,Large (500-1000),500 Sq. Yd.,500,230000000,For Sale,2023-01-01,2,2,5,6,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52705039-6838-1,House,Medium (250-500),400 Sq. Yd.,400,87000000,For Sale,2014-01-01,4,,7,6,,,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52254624-17289-1,House,Medium (250-500),375 Sq. Yd.,375,79000000,For Sale,2022-01-01,1,,5,6,,1,1,Sindh,Karachi,Cantt,1,20300000,82000
50071137-17289-1,Flat,Medium (250-500),306 Sq. Yd.,306,39000000,For Sale,2024-01-01,1,,3,4,,1,1,Sindh,Karachi,Cantt,1,20300000,82000
51539395-6837-1,Flat,Small (100-250),156 Sq. Yd.,156,11000000,For Sale,2023-01-01,2,,3,3,2,2,2,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52507789-6841-1,Flat,Small (100-250),200 Sq. Yd.,200,17000000,For Sale,2001-01-01,100,,3,3,1,1,1,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52733470-10014-1,House,Medium (250-500),272 Sq. Yd.,272,30000000,For Sale,2022-01-01,,,4,5,,,,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52733469-6677-1,House,Large (500-1000),500 Sq. Yd.,500,200000000,For Sale,2022-01-01,3,,5,7,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52692361-6839-1,Flat,Small (100-250),156 Sq. Yd.,156,17000000,For Sale,2024-01-01,1,,3,3,,1,1,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
43095728-1670-1,Flat,Small (100-250),222 Sq. Yd.,222,52500000,For Sale,2018-01-01,1,,3,4,,1,1,Sindh,Karachi,Clifton,1,20300000,82000
43095865-1670-1,Flat,Small (100-250),222 Sq. Yd.,222,60000000,For Sale,2017-01-01,2,,3,4,1,1,,Sindh,Karachi,Clifton,1,20300000,82000
52733427-1481-1,House,Medium (250-500),312 Sq. Yd.,312,64000000,For Sale,1997-01-01,2,,4,5,1,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52721465-10010-1,House,Small (100-250),200 Sq. Yd.,200,21500000,For Sale,2022-01-01,,,3,4,,,,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
51830943-7214-1,Flat,Small (100-250),106 Sq. Yd.,106,16500000,For Sale,2020-01-01,1,,2,2,1,1,2,Sindh,Karachi,North Nazimabad,1,20300000,82000
52579433-1485-1,Flat,Small (100-250),157 Sq. Yd.,157,67500000,For Sale,2023-01-01,,,2,3,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
50484719-19639-1,Flat,Small (100-250),101 Sq. Yd.,101,35000000,For Sale,2024-01-01,1,,1,2,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52718260-19639-1,Flat,Small (100-250),176 Sq. Yd.,176,63200000,For Sale,2023-01-01,1,,2,3,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52734062-19639-1,Flat,Small (100-250),111 Sq. Yd.,111,34400000,For Sale,2023-01-01,,,1,2,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52671481-8503-1,Penthouse,Medium (250-500),276 Sq. Yd.,276,169200000,For Sale,2022-01-01,,,3,5,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52680990-12080-1,Flat,Small (100-250),222 Sq. Yd.,222,29000000,For Sale,2017-01-01,2,,3,4,,1,,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
50909972-6831-1,House,Small (100-250),200 Sq. Yd.,200,37500000,For Sale,2022-01-01,2,2,4,5,1,2,1,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52650321-1483-1,House,Large (500-1000),600 Sq. Yd.,600,120000000,For Sale,2022-01-01,3,,5,6,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52721416-1481-1,House,Medium (250-500),300 Sq. Yd.,300,85000000,For Sale,2024-01-01,1,2,4,5,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
51565678-6838-1,House,Medium (250-500),400 Sq. Yd.,400,80000000,For Sale,2020-01-01,3,2,7,6,1,2,2,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52704736-1482-1,House,Large (500-1000),500 Sq. Yd.,500,95000000,For Sale,2022-01-01,7,,4,4,,1,,Sindh,Karachi,DHA Defence,1,20300000,82000
52595991-10045-1,House,Small (100-250),235 Sq. Yd.,235,12800000,For Sale,2022-01-01,,,3,3,1,1,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52544511-6837-1,Flat,Small (100-250),189 Sq. Yd.,189,15000000,For Sale,2023-01-01,,,3,3,,,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
51391251-7220-1,Flat,Small (100-250),117 Sq. Yd.,117,15000000,For Sale,2023-01-01,1,,2,2,,1,1,Sindh,Karachi,North Nazimabad,1,20300000,82000
50071341-21109-1,House,Medium (250-500),375 Sq. Yd.,375,66000000,For Sale,2020-01-01,,,5,6,,1,,Sindh,Karachi,Cantt,1,20300000,82000
51440912-7220-1,Flat,Small (100-250),100 Sq. Yd.,100,13000000,For Sale,2022-01-01,,,2,2,1,1,2,Sindh,Karachi,North Nazimabad,1,20300000,82000
51461764-7210-1,Flat,Small (100-250),117 Sq. Yd.,117,17500000,For Sale,2020-01-01,,,2,2,,1,,Sindh,Karachi,North Nazimabad,1,20300000,82000
46813885-6760-1,House,Small (100-250),200 Sq. Yd.,200,32500000,For Sale,2022-01-01,,,6,6,,,,Sindh,Karachi,Gadap Town,1,20300000,82000
52733423-1485-1,House,Large (500-1000),500 Sq. Yd.,500,152500000,For Sale,2024-01-01,2,1,7,6,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52733405-7211-1,House,Small (100-250),200 Sq. Yd.,200,55000000,For Sale,2022-01-01,,3,6,7,,3,,Sindh,Karachi,North Nazimabad,1,20300000,82000
51347873-7214-1,Flat,Small (100-250),183 Sq. Yd.,183,24500000,For Sale,2023-01-01,1,,3,4,1,1,,Sindh,Karachi,North Nazimabad,1,20300000,82000
51346912-7220-1,Flat,Small (100-250),100 Sq. Yd.,100,14500000,For Sale,2023-01-01,,,2,2,,1,,Sindh,Karachi,North Nazimabad,1,20300000,82000
51378321-7218-1,House,Medium (250-500),400 Sq. Yd.,400,75000000,For Sale,2022-01-01,,,10,7,,,,Sindh,Karachi,North Nazimabad,1,20300000,82000
51370308-8952-1,House,Small (100-250),120 Sq. Yd.,120,29000000,For Sale,2022-01-01,,3,6,6,,3,2,Sindh,Karachi,North Karachi,1,20300000,82000
52733383-10013-1,House,Large (500-1000),500 Sq. Yd.,500,49000000,For Sale,2022-01-01,,,6,6,1,2,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52683304-19639-1,Flat,Small (100-250),106 Sq. Yd.,106,34500000,For Sale,2025-01-01,1,,1,2,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52669218-1485-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,450000000,For Sale,2030-01-01,10,,6,6,2,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
42781002-17182-1,Flat,Medium (250-500),278 Sq. Yd.,278,102500000,For Sale,2024-01-01,1,,2,4,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52553916-19639-1,Flat,Medium (250-500),296 Sq. Yd.,296,106600000,For Sale,2022-01-01,,,3,4,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52463306-19639-1,Flat,Small (100-250),128 Sq. Yd.,128,47000000,For Sale,2024-01-01,1,,2,3,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52401147-12397-1,House,Medium (250-500),400 Sq. Yd.,400,125000000,For Sale,2016-01-01,2,2,8,6,1,2,2,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52674489-6868-1,Upper Portion,Small (100-250),150 Sq. Yd.,150,20000000,For Sale,2022-01-01,1,,3,3,,1,,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52701955-10021-1,House,Small (100-250),125 Sq. Yd.,125,11500000,For Sale,2022-01-01,,,3,3,1,1,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52728102-319-1,Flat,Small (100-250),100 Sq. Yd.,100,5100000,For Sale,2025-01-01,1,,2,2,1,2,,Sindh,Karachi,Gadap Town,1,20300000,82000
52443563-12877-1,House,Small (100-250),120 Sq. Yd.,120,23000000,For Sale,2022-01-01,,,2,2,,,,Sindh,Karachi,Scheme 33,1,20300000,82000
49792706-8503-1,Flat,Small (100-250),182 Sq. Yd.,182,58000000,For Sale,2023-01-01,4,,2,,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52404020-1483-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,280000000,For Sale,2024-01-01,5,1,6,7,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
51522096-7218-1,House,Small (100-250),200 Sq. Yd.,200,39500000,For Sale,2022-01-01,,2,6,6,1,2,1,Sindh,Karachi,North Nazimabad,1,20300000,82000
51522140-7222-1,House,Medium (250-500),320 Sq. Yd.,320,44500000,For Sale,2025-01-01,,2,4,4,1,1,1,Sindh,Karachi,North Nazimabad,1,20300000,82000
51631076-7218-1,House,Medium (250-500),330 Sq. Yd.,330,53500000,For Sale,2025-01-01,1,2,9,7,,2,,Sindh,Karachi,North Nazimabad,1,20300000,82000
